model,run_id,run_folder,case_label,problem_index,ground_truth,predicted,correct,status
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,26,12,12,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,29,115°,115,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,30,60°,30,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,32,76°,76,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,34,80°,80,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,36,20°,40,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,37,25°,25,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,38,40°,40,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,40,50°,50,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,43,40°,70,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,44,9m,9,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,45,70°,70,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,46,110°,70,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,48,130°,50,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,49,100°,145,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,50,140°,40,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,53,55°,125,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,55,55°,55,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,56,40°,140,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,57,20°,20,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,58,55°,55,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,59,50°,60,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,60,45°,45,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,64,40cm,40,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,72,8cm,8,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,73,140°,140,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,78,125°,110,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,79,16cm,16,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,81,25°,25,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,84,√{3},1.732,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,86,2√{3},2*sqrt(3),0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,88,128°,128,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,95,30°,30.0,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,99,64°,64,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,108,8m,8.0,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,109,40°,40,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,112,2.4,2.4,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,114,\frac{1}{2}cm^{2},\frac{\pi}{8},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,115,4πcm,4\pi,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,117,2√{2}cm,2\sqrt{2},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,119,240cm^{2},240\pi,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,120,9πcm^{2},28.274,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,123,15π,15\pi,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,128,4cm,4,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,132,10.2m,11.2,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,133,120m,40.0,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,149,\frac{20}{3},20/3,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,150,\frac{40}{7}m,40/7,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,151,5.1,8.5,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,152,4m,4/7,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,153,1.5m,1.5,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,157,\frac{3}{5},3/5,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,165,\frac{√{3}}{2},\frac{\sqrt{3}}{2},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,198,60,60,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,207,157.1,157.1,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,210,15,15,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,211,38,59,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,223,\sqrt{7},\sqrt{7},1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,239,8,8,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,243,1591,1591,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,257,15,15,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,264,60,60,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,281,0.38,0.38,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,327,11.8,25.3,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,348,285,285,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,364,74.85,74.86,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,365,23.9,23.9,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,420,8,8,1,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,432,8.246,8.246,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,\frac{(x+3)^2}{25} - \frac{(y+3)^2}{25} = 1,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,441,$\frac{4}{5}$,\frac{4}{5},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,447,$\frac{20}{29}$,20/29,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,449,$\frac{1}{x}$,\sqrt{2},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x - 1)^2 + (y - 3)^2 = 36,0,OK
meta-llama/llama-4-scout,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,472,"(0,0)","(0,0)",1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,1,140°,40,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,2,65°,130,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,3,55°,55,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,4,27°,63,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,7,45°,45,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,8,3cm,2.0,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,9,6cm,3 + 3\sqrt{2},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,10,72°,72,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,11,84°,120,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,14,55°,55,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,16,25°,65,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,17,65°,121,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,20,20°,20,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,22,62°,62,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,25,65°,65,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,26,12,12,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,29,115°,115,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,30,60°,60,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,32,76°,76,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,34,80°,80,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,36,20°,40,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,37,25°,25,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,38,40°,40,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,40,50°,130,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,43,40°,70,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,44,9m,1.8,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,45,70°,70,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,46,110°,110,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,48,130°,50,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,49,100°,65,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,50,140°,40,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,53,55°,55°,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,55,55°,55.0,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,56,40°,140,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,57,20°,20,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,58,55°,55,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,59,50°,60,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,60,45°,45,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,64,40cm,40.0,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,72,8cm,8,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,73,140°,140,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,78,125°,40,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,79,16cm,16,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,81,25°,25,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,84,√{3},1.732,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,86,2√{3},2.0*sqrt(3),0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,88,128°,80,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,95,30°,30,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,99,64°,64,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,108,8m,8.0,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,109,40°,40,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,112,2.4,2.4,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,114,\frac{1}{2}cm^{2},\frac{\pi}{8},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,115,4πcm,4\pi,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,117,2√{2}cm,2\sqrt{2},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,119,240cm^{2},240\pi,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,120,9πcm^{2},9\pi,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,123,15π,15\pi,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,128,4cm,4,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,132,10.2m,10.08,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,133,120m,40,0,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,149,\frac{20}{3},20/3,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,150,\frac{40}{7}m,\frac{54}{7},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,151,5.1,8.5,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,152,4m,2,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,153,1.5m,1.5,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,157,\frac{3}{5},3/5,0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,165,\frac{√{3}}{2},\frac{\sqrt{3}}{2},0,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,198,60,60,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,207,157.1,157.1,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,210,15,15,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,211,38,38,1,OK
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,223,\sqrt{7},\sqrt{7},1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,239,8,8,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,243,1591,1591,1,OK_AFTER_JSON_REPAIR
meta-llama/llama-4-scout,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,257,15,15,1,OK_AFTER_JSON_REPAIR
