model,run_id,run_folder,case_label,problem_index,ground_truth,predicted,correct,status
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,64,40cm,40.0,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,72,8cm,8,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,73,140°,140°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,78,125°,85°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,79,16cm,16,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,81,25°,65°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,84,√{3},BC = √3,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,86,2√{3},2,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,88,128°,64°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,95,30°,30°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,99,64°,67°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,108,8m,6,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,109,40°,30°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,112,2.4,2.4,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,114,\frac{1}{2}cm^{2},1/12 * π - 1/8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,115,4πcm,2π,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,117,2√{2}cm,6 cm,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,119,240cm^{2},165.5 cm²,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,120,9πcm^{2},25.0,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,123,15π,12π,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,128,4cm,6,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,132,10.2m,10.8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,133,120m,48.0 m,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,149,\frac{20}{3},4.8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,150,\frac{40}{7}m,BC = 12,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,151,5.1,3.4 units,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,152,4m,2.5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,153,1.5m,2.7,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,157,\frac{3}{5},4/5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,165,\frac{√{3}}{2},0.5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,198,60,60,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,207,157.1,185.1,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,210,15,8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,211,38,52°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,223,\sqrt{7},1,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,239,8,12,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,243,1591,1025,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,257,15,9.6,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,264,60,72,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,281,0.38,0.92,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,327,11.8,15.5,0,OK_AFTER_JSON_REPAIR
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,348,285,288,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,364,74.85,66.23,0,OK_AFTER_JSON_REPAIR
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,365,23.9,24.2,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,420,8,8 cm,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,432,8.246,7.211,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,\frac{(x+3)^2}{49} - rac{(y+3)^2}{16} = 1,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,441,$\frac{4}{5}$,4/5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,447,$\frac{20}{29}$,20/29,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,449,$\frac{1}{x}$,sec(θ) = 2,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x - 1)^2 + (y - 3)^2 = 36,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-2,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,472,"(0,0)","(0, 5)",0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,1,140°,80°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,2,65°,115°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,3,55°,80°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,4,27°,36°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,7,45°,40°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,8,3cm,2.0,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,9,6cm,7.5,0,OK_AFTER_JSON_REPAIR
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,10,72°,54°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,11,84°,72°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,14,55°,55°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,16,25°,20°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,17,65°,65°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,20,20°,50°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,22,62°,62°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,25,65°,85°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,26,12,13.92 m,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,29,115°,125°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,30,60°,120°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,32,76°,84°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,34,80°,80°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,36,20°,40°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,37,25°,40°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,38,40°,40°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,40,50°,130°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,43,40°,70°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,44,9m,12,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,45,70°,70°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,46,110°,110°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,48,130°,50°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,49,100°,80°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,50,140°,40°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,53,55°,125°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,55,55°,25°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,56,40°,110°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,57,20°,130°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,58,55°,55°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,59,50°,100°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,60,45°,45°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,64,40cm,40.0,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,72,8cm,8,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,73,140°,140°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,78,125°,85°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,79,16cm,16,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,81,25°,65°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,84,√{3},BC = √3,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,86,2√{3},2,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,88,128°,64°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,95,30°,30°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,99,64°,67°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,108,8m,6,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,109,40°,30°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,112,2.4,2.4,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,114,\frac{1}{2}cm^{2},1/12,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,115,4πcm,6π,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,117,2√{2}cm,6 cm,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,119,240cm^{2},165.5 cm²,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,120,9πcm^{2},25.0,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,123,15π,12π,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,128,4cm,4√3,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,132,10.2m,14.4,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,133,120m,48.0 m,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,149,\frac{20}{3},4.8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,150,\frac{40}{7}m,BC = 12,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,151,5.1,3.4 units,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,152,4m,2.5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,153,1.5m,2.7,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,157,\frac{3}{5},4/5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,165,\frac{√{3}}{2},0.5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,198,60,60,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,207,157.1,231.2,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,210,15,10,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,211,38,83°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,223,\sqrt{7},1,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,239,8,10,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,243,1591,817,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,257,15,8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,264,60,72,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,281,0.38,0.8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,327,11.8,14.7,0,OK_AFTER_JSON_REPAIR
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,348,285,287 metres,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,364,74.85,66.22,0,OK_AFTER_JSON_REPAIR
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,365,23.9,24.2,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,420,8,8 cm,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,432,8.246,6.36,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,\(\frac{(x+3)^2}{49} - \frac{(y+3)^2}{31} = 1\),0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,441,$\frac{4}{5}$,4/5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,447,$\frac{20}{29}$,20/29,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,449,$\frac{1}{x}$,sec(θ) = 1/cos(θ),0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-1)^2 + (y-3)^2 = 36,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,472,"(0,0)","(0, 5)",0,OK
